Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,"Walmart 3531 - Lacey, WA",1401 Galaxy Dr. NE,,Lacey,WA,98516,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,47.05966,-122.77201,2024-08-29,123479,2024-08-29 03:07:40 UTC,,,,2019-06-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,VALLEY MED CTR NE GARAGE #4,3917 Talbot Rd S,Northeast Garage on East side of building,Renton,WA,98055,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.444636,-122.21277,2024-08-29,123545,2024-08-29 01:08:27 UTC,,,,2019-06-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,VALLEY MED CTR NE GARAGE #2,3921 Talbot Rd S,Northeast Garage East side of building.,Renton,WA,98055,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.444881,-122.212781,2024-08-29,123546,2024-08-29 01:08:27 UTC,,,,2019-06-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"Walmart 5073 - Covington, WA",17432 SE 270th PL,,Covington,WA,98042,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,47.36029,-122.10773,2024-08-29,124057,2024-08-29 03:08:11 UTC,,,,2019-06-19,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Seattle Premium Outlets,10600 Quil Ceda Blvd.,,Tulalip,WA,98271,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,48.09546,-122.1869,2024-08-29,124683,2024-08-29 03:08:10 UTC,,,,2019-06-25,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Three Rivers Mall,351 Three Rivers Dr.,,Kelso,WA,98626,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,46.13988,-122.90126,2024-08-29,124684,2024-08-29 03:08:18 UTC,,,,2019-06-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"Walmart 4137 - Tacoma, WA",1965 S Union Ave.,,Tacoma,WA,98405,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,47.23947,-122.48025,2024-08-29,135872,2024-08-29 03:08:03 UTC,,,,2019-07-30,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"Walmart 2269 - Yakima, WA",1600 East Chestnut Ave.,,Yakima,WA,98901,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,46.60252,-120.47924,2024-08-29,136697,2024-08-29 03:07:30 UTC,,,,2019-08-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Vancouver Mall Ulta,8700 Ne Vancouver Mall Dr,,Vancouver,WA,98662,,888-264-2208,E,,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,45.6573855,-122.5847915,2024-08-27,137161,2024-08-27 03:23:50 UTC,,,,2019-07-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Vancouver Mall North Entrance,8700 Ne Vancouver Mall Dr,,Vancouver,WA,98662,,888-264-2208,E,,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,45.658859,-122.5835005,2024-08-26,137162,2024-08-26 00:58:47 UTC,,,,2019-07-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,DESTINATION DCFAST HOG,2302 Pacific Hwy E,Outside service doors,Fife,WA,98424,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.24293,-122.39677,2024-08-29,143215,2024-08-29 01:10:21 UTC,,,,2019-08-15,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,LAKEVIEW L&P 1 LLP 1,11509 Bridgeport Way SW,In the left parking lot,Lakewood,WA,98499,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.153199,-122.504023,2024-08-29,143416,2024-08-29 01:09:13 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,BWP VANCOUVER FISHERS LANDING,1500 SE 167th Ave,Best western premier parking lot,Vancouver,WA,98683,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.609302,-122.500484,2024-08-29,143454,2024-08-29 01:09:02 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,COLLEGE HALL MUSIC HALL,302 E Boone Ave,,Spokane,WA,99202,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.668051,-117.4063,2024-08-29,143885,2024-08-29 00:53:32 UTC,,,,2019-08-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Gonzaga Fast,721 N Cincinnati,,SPOKANE,WA,99201,,855-900-7584,E,,Public,24 hours daily,,,,,,,1,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,47.663105,-117.40049,2024-08-29,143939,2024-08-29 02:56:05 UTC,,,,2019-08-21,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"Walmart 3053 - Everett, WA",1605 SE Everett Mall Way,,Everett,WA,98208,,833-632-2778,E,,Public,24 hours daily,,,,,,,10,,Electrify America,https://www.electrifyamerica.com/,GPS,47.91349,-122.21331,2024-08-29,143970,2024-08-29 03:08:20 UTC,,,,2019-08-22,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Cow Creek Mercantile,1611 Smittys Blvd.,,Ritzville,WA,99169,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,47.11948,-118.36271,2024-08-29,143971,2024-08-29 03:05:45 UTC,,,,2019-08-22,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"Walmart 5462 - Vancouver, WA",430 SE 192nd Ave.,,Vancouver,WA,98683,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,45.61776,-122.47814,2024-08-29,144090,2024-08-29 03:08:07 UTC,,,,2019-08-27,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Westfield Southcenter 04,500 Southcenter Mall,,Tukwila,WA,98188,,888-264-2208,E,,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,,,,1,,,Volta,https://voltacharging.com/,GPS,47.460023,-122.25938,2024-08-27,145255,2024-08-27 03:23:56 UTC,,,,2019-09-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,"Target T1331 - Lake Stevens, WA",9601 Market Place,,Lake Stevens,WA,98258,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,47.99823,-122.10064,2024-08-29,145684,2024-08-29 03:08:17 UTC,,,,2019-10-01,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Simon Northgate Mall,401 NE Northgate Way,,Seattle,WA,98125,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,47.70846,-122.32489,2024-08-29,146948,2024-08-29 03:08:14 UTC,,,,2019-10-12,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"Target T0627 - Tukwila, WA",301 Strander Blvd.,,Tukwila,WA,98188,,833-632-2778,E,,Public,24 hours daily,,,,,,,5,,Electrify America,https://www.electrifyamerica.com/,GPS,47.45571,-122.25738,2024-08-29,147131,2024-08-29 03:06:17 UTC,,,,2019-10-22,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"Target T0996 - Issaquah, WA",755 NW Gillman Blvd.,,Issaquah,WA,98027,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,47.54187,-122.05203,2024-08-29,147227,2024-08-29 03:06:43 UTC,,,,2019-10-25,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,UDR CHARGER 4,958 111th Ave NE,Right before residential parking area,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.618696,-122.191787,2024-08-29,147301,2024-08-29 01:14:12 UTC,,,,2019-10-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,KW RADIUS RADIUS 1,400 Boren Ave N,Garage on open from 9 am to 5 pm Located in parking garage. Entrance is around back in alley way. First level of parking spaces 10-12,Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.622575,-122.335481,2024-08-29,147397,2024-08-29 01:13:37 UTC,,,,2019-10-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Ridgewood Corporate Square Building F,150 120th Ave NE,,Bellevue,WA,98005,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,47.611815,-122.178134,2024-08-29,147519,2024-08-29 00:11:44 UTC,,,,2019-11-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Ridgewood Corporate Square Building C,330 120th Ave NE,,Bellevue,WA,98005,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,47.612834,-122.178704,2024-08-29,147537,2024-08-29 00:11:45 UTC,,,,2019-11-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Wingate By Wyndham Spokane,2726 S Flint Rd,,Spokane,WA,99224,,866-816-7584,E,,Public,24 hours daily,,,,,,2,,,EV Connect,http://evconnect.com/,GPS,47.629619,-117.535903,2024-08-29,147575,2024-08-29 03:18:25 UTC,,,,2019-11-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"Walmart 5628 - Monroe, WA",19191 N Kelsey Street,,Monroe,WA,98272,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,47.86516,-121.97318,2024-08-29,147648,2024-08-29 03:08:17 UTC,,,,2019-11-09,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"Walgreens - Anacortes, WA #7131",909 17th Street,,Anacortes,WA,98221,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,48.508154,-122.611842,2024-08-29,147673,2024-08-29 00:19:22 UTC,,,,2011-11-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,Island Hospital Behind M.O.B. Building,1211 24th Street,,Anacortes,WA,98221,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,48.5006578,-122.6159562,2024-08-29,147675,2024-08-29 00:23:16 UTC,,,,2014-12-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.70/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,Valley Supply - Woodinville,8310 Maltby Road,,Woodinville,WA,98072,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.8045651,-122.1205486,2024-08-29,147685,2024-08-29 00:21:07 UTC,,,,2012-02-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false,
ELEC,"Walgreens - Lynnwood, WA #6302",16423 Larch Way,,Lynnwood,WA,98037,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.848697,-122.246153,2024-08-29,147686,2024-08-29 00:19:22 UTC,,,,2012-03-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,Monte Villa,3830 Monte Villa Parkway,,Bothell,WA,98021,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,47.776781,-122.181535,2024-08-29,147690,2024-08-29 00:21:08 UTC,,,,2012-01-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.75/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,Public Safety #3,205 5th Avenue North,,Edmonds,WA,98020,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.8124532,-122.3758246,2024-08-29,147692,2024-08-29 00:12:37 UTC,,,,2019-04-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.50/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,City Park #1,600 3rd Avenue South,,Edmonds,WA,98020,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.8051107,-122.3813841,2024-08-29,147698,2024-08-29 00:12:37 UTC,,,,2019-04-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.50/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,Whitman College,147 South Park Street,,Walla Walla,WA,99362,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,46.0705799,-118.3306351,2024-08-29,147706,2024-08-29 00:08:33 UTC,,,,2018-08-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.35/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,"Walgreens - Seattle, WA #4157",859 NE Northgate Way,,Seattle,WA,98125,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.7084377,-122.3179225,2024-08-29,147708,2024-08-29 00:19:16 UTC,,,,2015-08-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,Discovery West Apartments,"580 8th Ave., NE",,Issaquah,WA,98029,,800-663-5633,E,,Public,24 hours daily,,,,,,3,,,Blink Network,http://www.blinkcharging.com/,GPS,47.5365604,-122.0205442,2024-08-29,147715,2024-08-29 00:24:59 UTC,,,,2016-03-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,Swedish Medical Center Issaquah Campus,751 N.E. Blakely Drive,,Issaquah,WA,98027,,800-663-5633,E,,Public,24 hours daily,,,,,,3,,,Blink Network,http://www.blinkcharging.com/,GPS,47.536237,-122.0220539,2024-08-29,147717,2024-08-29 00:19:40 UTC,,,,2014-01-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.50/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,531614 Sunset Corporate Campus,13810 Southeast Eastgate Way,,Bellevue,WA,98005,,800-663-5633,E,,Public,24 hours daily,,,,,,6,,,Blink Network,http://www.blinkcharging.com/,GPS,47.5806355,-122.1564536,2024-08-29,147724,2024-08-29 00:08:42 UTC,,,,2018-12-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false,
ELEC,The Commons at Ballard,"5621 22nd Avenue, NW",,Seattle,WA,98107,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6699634,-122.3847489,2024-08-29,147727,2024-08-29 00:28:24 UTC,,,,2015-10-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.00-$1.50/Hr Variable Parking Fee, $0.15/kWh Energy Fee",,,,,,,,,,,,,,,,,,,false,
ELEC,531620  Centre 425/Everest,501 Fairview Avenue North,,Seattle,WA,98109,,800-663-5633,E,,Public,24 hours daily,,,,,,6,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6233435,-122.334684,2024-08-29,147734,2024-08-29 00:07:08 UTC,,,,2018-07-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$2.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,Troy Block,300 Boren Avenue North,,Seattle,WA,98109,,800-663-5633,E,,Public,24 hours daily,,,,,,9,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6211672,-122.3354501,2024-08-29,147737,2024-08-29 00:28:28 UTC,,,,2016-05-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,Hill 7 Station,1099 Stewart Street,,Seattle,WA,98101,,800-663-5633,E,,Public,24 hours daily,,,,,,7,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6164918,-122.3324879,2024-08-29,147743,2024-08-29 00:07:01 UTC,,,,2011-12-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,531628  2201 Westlake,2201 Westlake Avenue,,Seattle,WA,98109,,800-663-5633,E,,Public,24 hours daily,,,,,,5,,,Blink Network,http://www.blinkcharging.com/,GPS,47.61809006,-122.33892,2024-08-29,147745,2024-08-29 00:08:52 UTC,,,,2018-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false,
ELEC,531622  818 Stewart Street Holdco LLC,818 Stewart Street,,Seattle,WA,98101,,800-663-5633,E,,Public,24 hours daily,,,,,,6,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6156458,-122.3350555,2024-08-29,147746,2024-08-29 00:08:54 UTC,,,,2019-02-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$3.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,818 Stewart Street Holdco LLC,818 Stewart Street,,Seattle,WA,98101,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6156458,-122.3350555,2024-08-29,147747,2024-08-29 00:08:54 UTC,,,,2017-08-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$3.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,531604  600 Broadway,600 Broadway,,Seattle,WA,98122,,800-663-5633,E,,Public,24 hours daily,,,,,,6,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6078691,-122.3196562,2024-08-29,147750,2024-08-29 00:07:07 UTC,,,,2016-08-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,1201 Third,1201 Third Avenue,,Seattle,WA,98101,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6072826,-122.3360929,2024-08-29,147761,2024-08-29 00:28:32 UTC,,,,2017-05-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.55-$15.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,Pike Place Market,1901 Western Avenue,,Seattle,WA,98101,,800-663-5633,E,,Public,24 hours daily,,,,,,7,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6091582,-122.3418441,2024-08-29,147762,2024-08-29 00:28:27 UTC,,,,2017-05-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,Second and Seneca Tower,1191 2nd Avenue,,Seattle,WA,98101,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6060061,-122.336716,2024-08-29,147765,2024-08-29 00:08:44 UTC,,,,2018-10-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.20/kWh Energy Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,Union Station Parking Garage (#USPG),550 4th Avenue South,,Seattle,WA,98134,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,47.5975078,-122.328595,2024-08-29,147769,2024-08-29 00:14:24 UTC,,,,2019-05-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,Slalom Hawk Tower,255 S. King Street,,Seattle,WA,98104,,800-663-5633,E,,Public,24 hours daily,,,,,,8,,,Blink Network,http://www.blinkcharging.com/,GPS,47.5980919,-122.3309701,2024-08-29,147770,2024-08-29 00:10:37 UTC,,,,2016-08-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false,
ELEC,531610 Stadium Innovation Center,1531 Utah Avenue South,,Seattle,WA,98134,,800-663-5633,E,,Public,24 hours daily,,,,,,6,,,Blink Network,http://www.blinkcharging.com/,GPS,47.5892477,-122.3358112,2024-08-29,147773,2024-08-29 00:07:03 UTC,,,,2011-12-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false,
ELEC,"Walgreens - Renton, WA #7355",3011 NE Sunset Blvd,,Renton,WA,98056,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.5025057,-122.1780214,2024-08-29,147774,2024-08-29 00:19:23 UTC,,,,2011-11-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,"Walgreens - Renton, WA #12497",4105 NE 4th St,,Renton,WA,98059,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.4884945,-122.1642138,2024-08-29,147775,2024-08-29 00:19:23 UTC,,,,2012-02-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,"Walgreens - Des Moines, WA #9423",23003 Pacific Highway South,,Des Moines,WA,98198,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.3951507,-122.2953153,2024-08-29,147785,2024-08-29 00:23:20 UTC,,,,2011-12-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,Four Lakes Apartments,6821 Udall Place Southeast,,Auburn,WA,98092,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,47.24745539,-122.200549,2024-08-29,147790,2024-08-29 00:05:06 UTC,,,,2017-09-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false,
ELEC,Point Ruston - Main Street,5005 Main Street,,Tacoma,WA,98407,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,47.298158744057,-122.50341835087,2024-08-29,147795,2024-08-29 00:19:30 UTC,,,,2016-02-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,531617  Court C Parking Level - Charging Stations,1149 Market Street,,Tacoma,WA,98402,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,47.2515929,-122.4407988,2024-08-29,147796,2024-08-29 00:08:43 UTC,,,,2018-07-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.85-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,Steilacoom EV Station,207 Wilkes Street,,Steilacoom,WA,98388,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.1727264,-122.5984377,2024-08-29,147808,2024-08-29 00:14:28 UTC,,,,2019-02-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.50/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,
